A1	Codigouf	Codigomunicipio	Nome	A140	A141	A142	A143	A144	A145	A146	A147	A148	A149	A150
3157336	31	57336	SANTA CRUZ DE MINAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3157377	31	57377	SANTA CRUZ DE SALINAS	Não	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Não	Não	-	-	-	-	Não
3157401	31	57401	SANTA CRUZ DO ESCALVADO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3157500	31	57500	SANTA EFIGENIA DE MINAS	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
3157609	31	57609	SANTA FE DE MINAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3157658	31	57658	SANTA HELENA DE MINAS	Não	Sim	Não	-	-	Não	-	-	-	-	Sim
3157708	31	57708	SANTA JULIANA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3157807	31	57807	SANTA LUZIA	Sim	Sim	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3157906	31	57906	SANTA MARGARIDA	Sim	Sim	Não	-	-	Não	-	-	-	-	Sim
3158003	31	58003	SANTA MARIA DE ITABIRA	Não	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Sim	Sim	Sim	Desconhece o que seja Cadastro Ambiental Rural
3158102	31	58102	SANTA MARIA DO SALTO	Não	Não	Não	-	-	Sim	Sim	Sim	Não	Não	Não
3158201	31	58201	SANTA MARIA DO SUACUI	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3158300	31	58300	SANTANA DA VARGEM	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3158409	31	58409	SANTANA DE CATAGUASES	Não	Não	Não	-	-	Não	-	-	-	-	Não
3158508	31	58508	SANTANA DE PIRAPAMA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3158607	31	58607	SANTANA DO DESERTO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3158706	31	58706	SANTANA DO GARAMBEU	Não	Não	Não	-	-	Não	-	-	-	-	Não
3158805	31	58805	SANTANA DO JACARE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3158904	31	58904	SANTANA DO MANHUACU	Não	Não	Não	-	-	Não	-	-	-	-	Não
3158953	31	58953	SANTANA DO PARAISO	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3159001	31	59001	SANTANA DO RIACHO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3159100	31	59100	SANTANA DOS MONTES	Não	Não	Não	-	-	Não	-	-	-	-	Não
3159209	31	59209	SANTA RITA DE CALDAS	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3159308	31	59308	SANTA RITA DE JACUTINGA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3159357	31	59357	SANTA RITA DE MINAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3159407	31	59407	SANTA RITA DE IBITIPOCA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3159506	31	59506	SANTA RITA DO ITUETO	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3159605	31	59605	SANTA RITA DO SAPUCAI	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3159704	31	59704	SANTA ROSA DA SERRA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3159803	31	59803	SANTA VITORIA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
3159902	31	59902	SANTO ANTONIO DO AMPARO	Sim	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Não
3160009	31	60009	SANTO ANTONIO DO AVENTUREIRO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3160108	31	60108	SANTO ANTONIO DO GRAMA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3160207	31	60207	SANTO ANTONIO DO ITAMBE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3160306	31	60306	SANTO ANTONIO DO JACINTO	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
3160405	31	60405	SANTO ANTONIO DO MONTE	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3160454	31	60454	SANTO ANTONIO DO RETIRO	Sim	Sim	Não	-	-	Não	-	-	-	-	Não
3160504	31	60504	SANTO ANTONIO DO RIO ABAIXO	Sim	Não	Não	-	-	Sim	Não	-	-	-	Não
3160603	31	60603	SANTO HIPOLITO	Não	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Não
3160702	31	60702	SANTOS DUMONT	Não	Não	Não	-	-	Não	-	-	-	-	Não
3160801	31	60801	SAO BENTO ABADE	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
3160900	31	60900	SAO BRAS DO SUACUI	Não	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Sim
3160959	31	60959	SAO DOMINGOS DAS DORES	Não	Não	Não	-	-	Não	-	-	-	-	Não
3161007	31	61007	SAO DOMINGOS DO PRATA	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3161056	31	61056	SAO FELIX DE MINAS	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3161106	31	61106	SAO FRANCISCO	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não possui Fórum	Não	-	-	-	-	Sim
3161205	31	61205	SAO FRANCISCO DE PAULA	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
3161304	31	61304	SAO FRANCISCO DE SALES	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
3161403	31	61403	SAO FRANCISCO DO GLORIA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3161502	31	61502	SAO GERALDO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3161601	31	61601	SAO GERALDO DA PIEDADE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3161650	31	61650	SAO GERALDO DO BAIXIO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3161700	31	61700	SAO GONCALO DO ABAETE	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Não
3161809	31	61809	SAO GONCALO DO PARA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3161908	31	61908	SAO GONCALO DO RIO ABAIXO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3162005	31	62005	SAO GONCALO DO SAPUCAI	Não	Não	Não	-	-	Não	-	-	-	-	Não
3162104	31	62104	SAO GOTARDO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3162203	31	62203	SAO JOAO BATISTA DO GLORIA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Sim	Não	Não	Não
3162252	31	62252	SAO JOAO DA LAGOA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3162302	31	62302	SAO JOAO DA MATA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3162401	31	62401	SAO JOAO DA PONTE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3162450	31	62450	SAO JOAO DAS MISSOES	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
3162500	31	62500	SAO JOAO DEL REI	Não	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Não	-	-	-	Sim
3162559	31	62559	SAO JOAO DO MANHUACU	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
3162575	31	62575	SAO JOAO DO MANTENINHA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3162609	31	62609	SAO JOAO DO ORIENTE	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3162658	31	62658	SAO JOAO DO PACUI	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
3162708	31	62708	SAO JOAO DO PARAISO	Não	Não	Não	-	-	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
3162807	31	62807	SAO JOAO EVANGELISTA	Não	Não	Não	-	-	Sim	Sim	Sim	Não	Não	Sim
3162906	31	62906	SAO JOAO NEPOMUCENO	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3162922	31	62922	SAO JOAQUIM DE BICAS	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
3162948	31	62948	SAO JOSE DA BARRA	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3162955	31	62955	SAO JOSE DA LAPA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Não	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
3163003	31	63003	SAO JOSE DA SAFIRA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3163102	31	63102	SAO JOSE DA VARGINHA	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Não	-	-	-	-	Não
3163201	31	63201	SAO JOSE DO ALEGRE	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3163300	31	63300	SAO JOSE DO DIVINO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3163409	31	63409	SAO JOSE DO GOIABAL	Não	Não	Não	-	-	Não	-	-	-	-	Não
3163508	31	63508	SAO JOSE DO JACURI	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
3163607	31	63607	SAO JOSE DO MANTIMENTO	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3163706	31	63706	SAO LOURENCO	Sim	Sim	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Não possui Fórum	Não	-	-	-	-	Não
3163805	31	63805	SAO MIGUEL DO ANTA	Não	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3163904	31	63904	SAO PEDRO DA UNIAO	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3164001	31	64001	SAO PEDRO DOS FERROS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3164100	31	64100	SAO PEDRO DO SUACUI	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3164209	31	64209	SAO ROMAO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3164308	31	64308	SAO ROQUE DE MINAS	Não	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Não	Não	-	-	-	-	Sim
3164407	31	64407	SAO SEBASTIAO DA BELA VISTA	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
3164431	31	64431	SAO SEBASTIAO DA VARGEM ALEGRE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3164472	31	64472	SAO SEBASTIAO DO ANTA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3164506	31	64506	SAO SEBASTIAO DO MARANHAO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3164605	31	64605	SAO SEBASTIAO DO OESTE	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3164704	31	64704	SAO SEBASTIAO DO PARAISO	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3164803	31	64803	SAO SEBASTIAO DO RIO PRETO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3164902	31	64902	SAO SEBASTIAO DO RIO VERDE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3165008	31	65008	SAO TIAGO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3165107	31	65107	SAO TOMAS DE AQUINO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3165206	31	65206	SAO THOME DAS LETRAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3165305	31	65305	SAO VICENTE DE MINAS	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3165404	31	65404	SAPUCAI-MIRIM	Não	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3165503	31	65503	SARDOA	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
3165537	31	65537	SARZEDO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3165552	31	65552	SETUBINHA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3165560	31	65560	SEM-PEIXE	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
3165578	31	65578	SENADOR AMARAL	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3165602	31	65602	SENADOR CORTES	Não	Não	Não	-	-	Não	-	-	-	-	Não
3165701	31	65701	SENADOR FIRMINO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3165800	31	65800	SENADOR JOSE BENTO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3165909	31	65909	SENADOR MODESTINO GONCALVES	Não	Não	Não	-	-	Não	-	-	-	-	Não
3166006	31	66006	SENHORA DE OLIVEIRA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3166105	31	66105	SENHORA DO PORTO	Não	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Não
3166204	31	66204	SENHORA DOS REMEDIOS	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
3166303	31	66303	SERICITA	Não	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3166402	31	66402	SERITINGA	Não	Não	Não	-	-	Sim	Sim	Sim	Não	Não	Não
3166501	31	66501	SERRA AZUL DE MINAS	Não	Não	Não	-	-	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
3166600	31	66600	SERRA DA SAUDADE	Sim	Não sabe informar	Não	-	-	Sim	Não	-	-	-	Não
3166709	31	66709	SERRA DOS AIMORES	Não	Sim	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3166808	31	66808	SERRA DO SALITRE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3166907	31	66907	SERRANIA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3166956	31	66956	SERRANOPOLIS DE MINAS	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
3167004	31	67004	SERRANOS	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3167103	31	67103	SERRO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3167202	31	67202	SETE LAGOAS	Sim	Sim	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3167301	31	67301	SILVEIRANIA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3167400	31	67400	SILVIANOPOLIS	Não	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
3167509	31	67509	SIMAO PEREIRA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3167608	31	67608	SIMONESIA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3167707	31	67707	SOBRALIA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3167806	31	67806	SOLEDADE DE MINAS	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
3167905	31	67905	TABULEIRO	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3168002	31	68002	TAIOBEIRAS	Sim	Sim	Não	-	-	Não	-	-	-	-	Não
3168051	31	68051	TAPARUBA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3168101	31	68101	TAPIRA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3168200	31	68200	TAPIRAI	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3168309	31	68309	TAQUARACU DE MINAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3168408	31	68408	TARUMIRIM	Não	Não	Não	-	-	Não	-	-	-	-	Não
3168507	31	68507	TEIXEIRAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3168606	31	68606	TEOFILO OTONI	Sim	Sim	Sim	Sensibilização/mobilização	Não	Sim	Sim	Sim	Sim	Sim	Não
3168705	31	68705	TIMOTEO	Sim	Não	Sim	Sensibilização/mobilização	Não	Sim	Não	-	-	-	Não
3168804	31	68804	TIRADENTES	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3168903	31	68903	TIROS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3169000	31	69000	TOCANTINS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3169059	31	69059	TOCOS DO MOJI	Sim	Não	Não	-	-	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
3169109	31	69109	TOLEDO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3169208	31	69208	TOMBOS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3169307	31	69307	TRES CORACOES	Não	Não	Não	-	-	Não	-	-	-	-	Não
3169356	31	69356	TRES MARIAS	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
3169406	31	69406	TRES PONTAS	Sim	Sim	Não	-	-	Não	-	-	-	-	Sim
3169505	31	69505	TUMIRITINGA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3169604	31	69604	TUPACIGUARA	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3169703	31	69703	TURMALINA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3169802	31	69802	TURVOLANDIA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3169901	31	69901	UBA	Sim	Sim	Não	-	-	Não	-	-	-	-	Não
3170008	31	70008	UBAI	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
3170057	31	70057	UBAPORANGA	Não	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3170107	31	70107	UBERABA	Sim	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Sim	Sim	Sim	Sim	Sim	Sim	Sim
3170206	31	70206	UBERLANDIA	Sim	Sim	Sim	Sensibilização/mobilização	Sim	Não	-	-	-	-	Não
3170305	31	70305	UMBURATIBA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3170404	31	70404	UNAI	Não	Não	Não	-	-	Não	-	-	-	-	Não
3170438	31	70438	UNIAO DE MINAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3170479	31	70479	URUANA DE MINAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3170503	31	70503	URUCANIA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3170529	31	70529	URUCUIA	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Sim
3170578	31	70578	VARGEM ALEGRE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3170602	31	70602	VARGEM BONITA	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3170651	31	70651	VARGEM GRANDE DO RIO PARDO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3170701	31	70701	VARGINHA	Sim	Sim	Não	-	-	Não	-	-	-	-	Sim
3170750	31	70750	VARJAO DE MINAS	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Não
3170800	31	70800	VARZEA DA PALMA	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3170909	31	70909	VARZELANDIA	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3171006	31	71006	VAZANTE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3171030	31	71030	VERDELANDIA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3171071	31	71071	VEREDINHA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3171105	31	71105	VERISSIMO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3171154	31	71154	VERMELHO NOVO	Sim	Não	Não	-	-	Não	-	-	-	-	Sim
3171204	31	71204	VESPASIANO	Não	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Não
3171303	31	71303	VICOSA	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3171402	31	71402	VIEIRAS	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3171501	31	71501	MATHIAS LOBATO	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
3171600	31	71600	VIRGEM DA LAPA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3171709	31	71709	VIRGINIA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3171808	31	71808	VIRGINOPOLIS	Não	Sim	Não	-	-	Não	-	-	-	-	Não
3171907	31	71907	VIRGOLANDIA	Não	Não	Sim	Definição de diagnóstico e metodologia	Não	Não	-	-	-	-	Não
3172004	31	72004	VISCONDE DO RIO BRANCO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3172103	31	72103	VOLTA GRANDE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3172202	31	72202	WENCESLAU BRAZ	Não	Não	Não	-	-	Não	-	-	-	-	Não
3200102	32	102	AFONSO CLAUDIO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3200136	32	136	AGUIA BRANCA	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Sim
3200169	32	169	AGUA DOCE DO NORTE	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3200201	32	201	ALEGRE	Sim	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não possui Fórum	Não	-	-	-	-	Não
3200300	32	300	ALFREDO CHAVES	Não	Sim	Não	-	-	Não	-	-	-	-	Não
3200359	32	359	ALTO RIO NOVO	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3200409	32	409	ANCHIETA	Sim	Sim	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Sim	Sim	Sim	Sim	Sim	Sim
3200508	32	508	APIACA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3200607	32	607	ARACRUZ	Sim	Sim	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3200706	32	706	ATILIO VIVACQUA	Não	Sim	Não	-	-	Sim	Não	-	-	-	Sim
3200805	32	805	BAIXO GUANDU	Sim	Não	Não	-	-	Não	-	-	-	-	Sim
3200904	32	904	BARRA DE SAO FRANCISCO	Sim	Sim	Sim	Sensibilização/mobilização	Não	Sim	Sim	Não	Sim	Sim	Sim
3201001	32	1001	BOA ESPERANCA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3201100	32	1100	BOM JESUS DO NORTE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3201159	32	1159	BREJETUBA	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3201209	32	1209	CACHOEIRO DE ITAPEMIRIM	Sim	Sim	Sim	Apenas iniciou o processo	Não	Sim	Sim	Sim	Sim	Sim	Sim
3201308	32	1308	CARIACICA	Não	Sim	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Sim	Sim	Sim	Sim	Sim	Não
3201407	32	1407	CASTELO	Sim	Sim	Não	-	-	Não	-	-	-	-	Não
3201506	32	1506	COLATINA	Sim	Sim	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não possui Fórum	Sim	Sim	Sim	Sim	Sim	Sim
3201605	32	1605	CONCEICAO DA BARRA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
3201704	32	1704	CONCEICAO DO CASTELO	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3201803	32	1803	DIVINO DE SAO LOURENCO	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
3201902	32	1902	DOMINGOS MARTINS	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
3202009	32	2009	DORES DO RIO PRETO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3202108	32	2108	ECOPORANGA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3202207	32	2207	FUNDAO	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3202256	32	2256	GOVERNADOR LINDENBERG	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3202306	32	2306	GUACUI	Não	Não	Não	-	-	Não	-	-	-	-	Não
3202405	32	2405	GUARAPARI	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3202454	32	2454	IBATIBA	Sim	Não	Não	-	-	Não	-	-	-	-	Sim
3202504	32	2504	IBIRACU	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3202553	32	2553	IBITIRAMA	Sim	Sim	Não	-	-	Não	-	-	-	-	Sim
3202603	32	2603	ICONHA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3202652	32	2652	IRUPI	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3202702	32	2702	ITAGUACU	Não	Não	Não	-	-	Não	-	-	-	-	Não
3202801	32	2801	ITAPEMIRIM	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
3202900	32	2900	ITARANA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3203007	32	3007	IUNA	Sim	Não	Não	-	-	Sim	Não	-	-	-	Não
3203056	32	3056	JAGUARE	Não	Sim	Não	-	-	Sim	Sim	Sim	Não	Não	Não
3203106	32	3106	JERONIMO MONTEIRO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3203130	32	3130	JOAO NEIVA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3203163	32	3163	LARANJA DA TERRA	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
3203205	32	3205	LINHARES	Sim	Sim	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
3203304	32	3304	MANTENOPOLIS	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
3203320	32	3320	MARATAIZES	Não	Não	Não	-	-	Não	-	-	-	-	Não
3203346	32	3346	MARECHAL FLORIANO	Sim	Sim	Não	-	-	Não	-	-	-	-	Não
3203353	32	3353	MARILANDIA	Sim	Não	Não	-	-	Não	-	-	-	-	Sim
3203403	32	3403	MIMOSO DO SUL	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Sim
3203502	32	3502	MONTANHA	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
3203601	32	3601	MUCURICI	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
3203700	32	3700	MUNIZ FREIRE	Sim	Não sabe informar	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
3203809	32	3809	MUQUI	Não	Não	Não	-	-	Não	-	-	-	-	Não
3203908	32	3908	NOVA VENECIA	Não	Não	Sim	Definição de diagnóstico e metodologia	Não	Sim	Sim	Sim	Não	Sim	Sim
3204005	32	4005	PANCAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3204054	32	4054	PEDRO CANARIO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3204104	32	4104	PINHEIROS	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
3204203	32	4203	PIUMA	Não	Sim	Não	-	-	Não	-	-	-	-	Não
3204252	32	4252	PONTO BELO	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
3204302	32	4302	PRESIDENTE KENNEDY	Não	Não	Não	-	-	Não	-	-	-	-	Não
3204351	32	4351	RIO BANANAL	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
3204401	32	4401	RIO NOVO DO SUL	Não	Não	Não	-	-	Não	-	-	-	-	Não
3204500	32	4500	SANTA LEOPOLDINA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3204559	32	4559	SANTA MARIA DE JETIBA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3204609	32	4609	SANTA TERESA	Sim	Não sabe informar	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3204658	32	4658	SAO DOMINGOS DO NORTE	Não	Não	Não	-	-	Sim	Não	-	-	-	Sim
3204708	32	4708	SAO GABRIEL DA PALHA	Sim	Sim	Não	-	-	Não	-	-	-	-	Sim
3204807	32	4807	SAO JOSE DO CALCADO	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3204906	32	4906	SAO MATEUS	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
